Inflections: 636 forms
Lemma	Form	Analysis (UniMorph)
kewtin	me-ş-kew-in-e	V;IMP;NEG;ArgNO2P;[ÎŞ];[E]
kewtin	kewt-im-ewe	V;PST;IND;ArgNO1S;[EWE]
kewtin	kewt-im-e	V;PST;IND;ArgNO1S;[E]
kewtin	kewt-ît-ewe	V;PST;IND;ArgNO2S;[EWE]
kewtin	kewt-ît-e	V;PST;IND;ArgNO2S;[E]
kewtin	kewt-ewe	V;PST;IND;ArgNO3S;[EWE]
kewtin	kewt-e	V;PST;IND;ArgNO3S;[E]
kewtin	kewt-în-ewe	V;PST;IND;ArgNO1P;[EWE]
kewtin	kewt-în-e	V;PST;IND;ArgNO1P;[E]
kewtin	kewt-in-ewe	V;PST;IND;ArgNO2P;[EWE]
kewtin	kewt-in-e	V;PST;IND;ArgNO2P;[E]
kewtin	kewt-in-ewe	V;PST;IND;ArgNO3P;[EWE]
kewtin	kewt-in-e	V;PST;IND;ArgNO3P;[E]
kewtin	kewt-îş-im-ewe	V;PST;IND;ArgNO1S;[ÎŞ];[EWE]
kewtin	kewt-îş-im-e	V;PST;IND;ArgNO1S;[ÎŞ];[E]
kewtin	kewt-îş-ît-ewe	V;PST;IND;ArgNO2S;[ÎŞ];[EWE]
kewtin	kewt-îş-ît-e	V;PST;IND;ArgNO2S;[ÎŞ];[E]
kewtin	kewt-îş-ewe	V;PST;IND;ArgNO3S;[ÎŞ];[EWE]
kewtin	kewt-îş-e	V;PST;IND;ArgNO3S;[ÎŞ];[E]
kewtin	kewt-îş-în-ewe	V;PST;IND;ArgNO1P;[ÎŞ];[EWE]
kewtin	kewt-îş-în-e	V;PST;IND;ArgNO1P;[ÎŞ];[E]
kewtin	kewt-îş-in-ewe	V;PST;IND;ArgNO2P;[ÎŞ];[EWE]
kewtin	kewt-îş-in-e	V;PST;IND;ArgNO2P;[ÎŞ];[E]
kewtin	kewt-îş-in-ewe	V;PST;IND;ArgNO3P;[ÎŞ];[EWE]
kewtin	kewt-îş-in-e	V;PST;IND;ArgNO3P;[ÎŞ];[E]
kewtin	ne-kewt-im-ewe	V;PST;IND;NEG;ArgNO1S;[EWE]
kewtin	ne-kewt-im-e	V;PST;IND;NEG;ArgNO1S;[E]
kewtin	ne-kewt-ît-ewe	V;PST;IND;NEG;ArgNO2S;[EWE]
kewtin	ne-kewt-ît-e	V;PST;IND;NEG;ArgNO2S;[E]
kewtin	ne-kewt-ewe	V;PST;IND;NEG;ArgNO3S;[EWE]
kewtin	ne-kewt-e	V;PST;IND;NEG;ArgNO3S;[E]
kewtin	ne-kewt-în-ewe	V;PST;IND;NEG;ArgNO1P;[EWE]
kewtin	ne-kewt-în-e	V;PST;IND;NEG;ArgNO1P;[E]
kewtin	ne-kewt-in-ewe	V;PST;IND;NEG;ArgNO2P;[EWE]
kewtin	ne-kewt-in-e	V;PST;IND;NEG;ArgNO2P;[E]
kewtin	ne-kewt-in-ewe	V;PST;IND;NEG;ArgNO3P;[EWE]
kewtin	ne-kewt-in-e	V;PST;IND;NEG;ArgNO3P;[E]
kewtin	ne-ş-kewt-im-ewe	V;PST;IND;NEG;ArgNO1S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-im-e	V;PST;IND;NEG;ArgNO1S;[ÎŞ];[E]
kewtin	ne-ş-kewt-ît-ewe	V;PST;IND;NEG;ArgNO2S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-ît-e	V;PST;IND;NEG;ArgNO2S;[ÎŞ];[E]
kewtin	ne-ş-kewt-ewe	V;PST;IND;NEG;ArgNO3S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-e	V;PST;IND;NEG;ArgNO3S;[ÎŞ];[E]
kewtin	ne-ş-kewt-în-ewe	V;PST;IND;NEG;ArgNO1P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-în-e	V;PST;IND;NEG;ArgNO1P;[ÎŞ];[E]
kewtin	ne-ş-kewt-in-ewe	V;PST;IND;NEG;ArgNO2P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-in-e	V;PST;IND;NEG;ArgNO2P;[ÎŞ];[E]
kewtin	ne-ş-kewt-in-ewe	V;PST;IND;NEG;ArgNO3P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-in-e	V;PST;IND;NEG;ArgNO3P;[ÎŞ];[E]
kewtin	kewt-ib-im-ewe	V;PST;SBJV;ArgNO1S;[EWE]
kewtin	kewt-ib-im-e	V;PST;SBJV;ArgNO1S;[E]
kewtin	kewt-ib-ît-ewe	V;PST;SBJV;ArgNO2S;[EWE]
kewtin	kewt-ib-ît-e	V;PST;SBJV;ArgNO2S;[E]
kewtin	kewt-ib-êt-ewe	V;PST;SBJV;ArgNO3S;[EWE]
kewtin	kewt-ib-êt-e	V;PST;SBJV;ArgNO3S;[E]
kewtin	kewt-ib-în-ewe	V;PST;SBJV;ArgNO1P;[EWE]
kewtin	kewt-ib-în-e	V;PST;SBJV;ArgNO1P;[E]
kewtin	kewt-ib-in-ewe	V;PST;SBJV;ArgNO2P;[EWE]
kewtin	kewt-ib-in-e	V;PST;SBJV;ArgNO2P;[E]
kewtin	kewt-ib-in-ewe	V;PST;SBJV;ArgNO3P;[EWE]
kewtin	kewt-ib-in-e	V;PST;SBJV;ArgNO3P;[E]
kewtin	kewt-ib-îş-im-ewe	V;PST;SBJV;ArgNO1S;[ÎŞ];[EWE]
kewtin	kewt-ib-îş-im-e	V;PST;SBJV;ArgNO1S;[ÎŞ];[E]
kewtin	kewt-ib-îş-ît-ewe	V;PST;SBJV;ArgNO2S;[ÎŞ];[EWE]
kewtin	kewt-ib-îş-ît-e	V;PST;SBJV;ArgNO2S;[ÎŞ];[E]
kewtin	kewt-ib-îş-êt-ewe	V;PST;SBJV;ArgNO3S;[ÎŞ];[EWE]
kewtin	kewt-ib-îş-êt-e	V;PST;SBJV;ArgNO3S;[ÎŞ];[E]
kewtin	kewt-ib-îş-în-ewe	V;PST;SBJV;ArgNO1P;[ÎŞ];[EWE]
kewtin	kewt-ib-îş-în-e	V;PST;SBJV;ArgNO1P;[ÎŞ];[E]
kewtin	kewt-ib-îş-in-ewe	V;PST;SBJV;ArgNO2P;[ÎŞ];[EWE]
kewtin	kewt-ib-îş-in-e	V;PST;SBJV;ArgNO2P;[ÎŞ];[E]
kewtin	kewt-ib-îş-in-ewe	V;PST;SBJV;ArgNO3P;[ÎŞ];[EWE]
kewtin	kewt-ib-îş-in-e	V;PST;SBJV;ArgNO3P;[ÎŞ];[E]
kewtin	ne-kewt-ib-im-ewe	V;PST;SBJV;NEG;ArgNO1S;[EWE]
kewtin	ne-kewt-ib-im-e	V;PST;SBJV;NEG;ArgNO1S;[E]
kewtin	ne-kewt-ib-ît-ewe	V;PST;SBJV;NEG;ArgNO2S;[EWE]
kewtin	ne-kewt-ib-ît-e	V;PST;SBJV;NEG;ArgNO2S;[E]
kewtin	ne-kewt-ib-êt-ewe	V;PST;SBJV;NEG;ArgNO3S;[EWE]
kewtin	ne-kewt-ib-êt-e	V;PST;SBJV;NEG;ArgNO3S;[E]
kewtin	ne-kewt-ib-în-ewe	V;PST;SBJV;NEG;ArgNO1P;[EWE]
kewtin	ne-kewt-ib-în-e	V;PST;SBJV;NEG;ArgNO1P;[E]
kewtin	ne-kewt-ib-in-ewe	V;PST;SBJV;NEG;ArgNO2P;[EWE]
kewtin	ne-kewt-ib-in-e	V;PST;SBJV;NEG;ArgNO2P;[E]
kewtin	ne-kewt-ib-in-ewe	V;PST;SBJV;NEG;ArgNO3P;[EWE]
kewtin	ne-kewt-ib-in-e	V;PST;SBJV;NEG;ArgNO3P;[E]
kewtin	ne-ş-kewt-ib-im-ewe	V;PST;SBJV;NEG;ArgNO1S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-ib-im-e	V;PST;SBJV;NEG;ArgNO1S;[ÎŞ];[E]
kewtin	ne-ş-kewt-ib-ît-ewe	V;PST;SBJV;NEG;ArgNO2S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-ib-ît-e	V;PST;SBJV;NEG;ArgNO2S;[ÎŞ];[E]
kewtin	ne-ş-kewt-ib-êt-ewe	V;PST;SBJV;NEG;ArgNO3S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-ib-êt-e	V;PST;SBJV;NEG;ArgNO3S;[ÎŞ];[E]
kewtin	ne-ş-kewt-ib-în-ewe	V;PST;SBJV;NEG;ArgNO1P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-ib-în-e	V;PST;SBJV;NEG;ArgNO1P;[ÎŞ];[E]
kewtin	ne-ş-kewt-ib-in-ewe	V;PST;SBJV;NEG;ArgNO2P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-ib-in-e	V;PST;SBJV;NEG;ArgNO2P;[ÎŞ];[E]
kewtin	ne-ş-kewt-ib-in-ewe	V;PST;SBJV;NEG;ArgNO3P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-ib-in-e	V;PST;SBJV;NEG;ArgNO3P;[ÎŞ];[E]
kewtin	de-kewt-im-ewe	V;PST;IPFV;IND;ArgNO1S;[EWE]
kewtin	de-kewt-im-e	V;PST;IPFV;IND;ArgNO1S;[E]
kewtin	de-kewt-ît-ewe	V;PST;IPFV;IND;ArgNO2S;[EWE]
kewtin	de-kewt-ît-e	V;PST;IPFV;IND;ArgNO2S;[E]
kewtin	de-kewt-ewe	V;PST;IPFV;IND;ArgNO3S;[EWE]
kewtin	de-kewt-e	V;PST;IPFV;IND;ArgNO3S;[E]
kewtin	de-kewt-în-ewe	V;PST;IPFV;IND;ArgNO1P;[EWE]
kewtin	de-kewt-în-e	V;PST;IPFV;IND;ArgNO1P;[E]
kewtin	de-kewt-in-ewe	V;PST;IPFV;IND;ArgNO2P;[EWE]
kewtin	de-kewt-in-e	V;PST;IPFV;IND;ArgNO2P;[E]
kewtin	de-kewt-in-ewe	V;PST;IPFV;IND;ArgNO3P;[EWE]
kewtin	de-kewt-in-e	V;PST;IPFV;IND;ArgNO3P;[E]
kewtin	de-ş-kewt-im-ewe	V;PST;IPFV;IND;ArgNO1S;[ÎŞ];[EWE]
kewtin	de-ş-kewt-im-e	V;PST;IPFV;IND;ArgNO1S;[ÎŞ];[E]
kewtin	de-ş-kewt-ît-ewe	V;PST;IPFV;IND;ArgNO2S;[ÎŞ];[EWE]
kewtin	de-ş-kewt-ît-e	V;PST;IPFV;IND;ArgNO2S;[ÎŞ];[E]
kewtin	de-ş-kewt-ewe	V;PST;IPFV;IND;ArgNO3S;[ÎŞ];[EWE]
kewtin	de-ş-kewt-e	V;PST;IPFV;IND;ArgNO3S;[ÎŞ];[E]
kewtin	de-ş-kewt-în-ewe	V;PST;IPFV;IND;ArgNO1P;[ÎŞ];[EWE]
kewtin	de-ş-kewt-în-e	V;PST;IPFV;IND;ArgNO1P;[ÎŞ];[E]
kewtin	de-ş-kewt-in-ewe	V;PST;IPFV;IND;ArgNO2P;[ÎŞ];[EWE]
kewtin	de-ş-kewt-in-e	V;PST;IPFV;IND;ArgNO2P;[ÎŞ];[E]
kewtin	de-ş-kewt-in-ewe	V;PST;IPFV;IND;ArgNO3P;[ÎŞ];[EWE]
kewtin	de-ş-kewt-in-e	V;PST;IPFV;IND;ArgNO3P;[ÎŞ];[E]
kewtin	ne-de-kewt-im-ewe	V;PST;IPFV;IND;NEG;ArgNO1S;[EWE]
kewtin	ne-de-kewt-im-e	V;PST;IPFV;IND;NEG;ArgNO1S;[E]
kewtin	ne-de-kewt-ît-ewe	V;PST;IPFV;IND;NEG;ArgNO2S;[EWE]
kewtin	ne-de-kewt-ît-e	V;PST;IPFV;IND;NEG;ArgNO2S;[E]
kewtin	ne-de-kewt-ewe	V;PST;IPFV;IND;NEG;ArgNO3S;[EWE]
kewtin	ne-de-kewt-e	V;PST;IPFV;IND;NEG;ArgNO3S;[E]
kewtin	ne-de-kewt-în-ewe	V;PST;IPFV;IND;NEG;ArgNO1P;[EWE]
kewtin	ne-de-kewt-în-e	V;PST;IPFV;IND;NEG;ArgNO1P;[E]
kewtin	ne-de-kewt-in-ewe	V;PST;IPFV;IND;NEG;ArgNO2P;[EWE]
kewtin	ne-de-kewt-in-e	V;PST;IPFV;IND;NEG;ArgNO2P;[E]
kewtin	ne-de-kewt-in-ewe	V;PST;IPFV;IND;NEG;ArgNO3P;[EWE]
kewtin	ne-de-kewt-in-e	V;PST;IPFV;IND;NEG;ArgNO3P;[E]
kewtin	ne-ş-de-kewt-im-ewe	V;PST;IPFV;IND;NEG;ArgNO1S;[ÎŞ];[EWE]
kewtin	ne-ş-de-kewt-im-e	V;PST;IPFV;IND;NEG;ArgNO1S;[ÎŞ];[E]
kewtin	ne-ş-de-kewt-ît-ewe	V;PST;IPFV;IND;NEG;ArgNO2S;[ÎŞ];[EWE]
kewtin	ne-ş-de-kewt-ît-e	V;PST;IPFV;IND;NEG;ArgNO2S;[ÎŞ];[E]
kewtin	ne-ş-de-kewt-ewe	V;PST;IPFV;IND;NEG;ArgNO3S;[ÎŞ];[EWE]
kewtin	ne-ş-de-kewt-e	V;PST;IPFV;IND;NEG;ArgNO3S;[ÎŞ];[E]
kewtin	ne-ş-de-kewt-în-ewe	V;PST;IPFV;IND;NEG;ArgNO1P;[ÎŞ];[EWE]
kewtin	ne-ş-de-kewt-în-e	V;PST;IPFV;IND;NEG;ArgNO1P;[ÎŞ];[E]
kewtin	ne-ş-de-kewt-in-ewe	V;PST;IPFV;IND;NEG;ArgNO2P;[ÎŞ];[EWE]
kewtin	ne-ş-de-kewt-in-e	V;PST;IPFV;IND;NEG;ArgNO2P;[ÎŞ];[E]
kewtin	ne-ş-de-kewt-in-ewe	V;PST;IPFV;IND;NEG;ArgNO3P;[ÎŞ];[EWE]
kewtin	ne-ş-de-kewt-in-e	V;PST;IPFV;IND;NEG;ArgNO3P;[ÎŞ];[E]
kewtin	bi-kewt-im-aye-tewe	V;PST;IPFV;SBJV;ArgNO1S;[EWE]
kewtin	bi-kewt-im-aye-te	V;PST;IPFV;SBJV;ArgNO1S;[E]
kewtin	bi-kewt-ît-aye-tewe	V;PST;IPFV;SBJV;ArgNO2S;[EWE]
kewtin	bi-kewt-ît-aye-te	V;PST;IPFV;SBJV;ArgNO2S;[E]
kewtin	bi-kewt-aye-tewe	V;PST;IPFV;SBJV;ArgNO3S;[EWE]
kewtin	bi-kewt-aye-te	V;PST;IPFV;SBJV;ArgNO3S;[E]
kewtin	bi-kewt-în-aye-tewe	V;PST;IPFV;SBJV;ArgNO1P;[EWE]
kewtin	bi-kewt-în-aye-te	V;PST;IPFV;SBJV;ArgNO1P;[E]
kewtin	bi-kewt-in-aye-tewe	V;PST;IPFV;SBJV;ArgNO2P;[EWE]
kewtin	bi-kewt-in-aye-te	V;PST;IPFV;SBJV;ArgNO2P;[E]
kewtin	bi-kewt-in-aye-tewe	V;PST;IPFV;SBJV;ArgNO3P;[EWE]
kewtin	bi-kewt-in-aye-te	V;PST;IPFV;SBJV;ArgNO3P;[E]
kewtin	bi-ş-kewt-im-aye-tewe	V;PST;IPFV;SBJV;ArgNO1S;[ÎŞ];[EWE]
kewtin	bi-ş-kewt-im-aye-te	V;PST;IPFV;SBJV;ArgNO1S;[ÎŞ];[E]
kewtin	bi-ş-kewt-ît-aye-tewe	V;PST;IPFV;SBJV;ArgNO2S;[ÎŞ];[EWE]
kewtin	bi-ş-kewt-ît-aye-te	V;PST;IPFV;SBJV;ArgNO2S;[ÎŞ];[E]
kewtin	bi-ş-kewt-aye-tewe	V;PST;IPFV;SBJV;ArgNO3S;[ÎŞ];[EWE]
kewtin	bi-ş-kewt-aye-te	V;PST;IPFV;SBJV;ArgNO3S;[ÎŞ];[E]
kewtin	bi-ş-kewt-în-aye-tewe	V;PST;IPFV;SBJV;ArgNO1P;[ÎŞ];[EWE]
kewtin	bi-ş-kewt-în-aye-te	V;PST;IPFV;SBJV;ArgNO1P;[ÎŞ];[E]
kewtin	bi-ş-kewt-in-aye-tewe	V;PST;IPFV;SBJV;ArgNO2P;[ÎŞ];[EWE]
kewtin	bi-ş-kewt-in-aye-te	V;PST;IPFV;SBJV;ArgNO2P;[ÎŞ];[E]
kewtin	bi-ş-kewt-in-aye-tewe	V;PST;IPFV;SBJV;ArgNO3P;[ÎŞ];[EWE]
kewtin	bi-ş-kewt-in-aye-te	V;PST;IPFV;SBJV;ArgNO3P;[ÎŞ];[E]
kewtin	ne-kewt-im-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO1S;[EWE]
kewtin	ne-kewt-im-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO1S;[E]
kewtin	ne-kewt-ît-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO2S;[EWE]
kewtin	ne-kewt-ît-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO2S;[E]
kewtin	ne-kewt-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO3S;[EWE]
kewtin	ne-kewt-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO3S;[E]
kewtin	ne-kewt-în-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO1P;[EWE]
kewtin	ne-kewt-în-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO1P;[E]
kewtin	ne-kewt-in-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO2P;[EWE]
kewtin	ne-kewt-in-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO2P;[E]
kewtin	ne-kewt-in-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO3P;[EWE]
kewtin	ne-kewt-in-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO3P;[E]
kewtin	ne-ş-kewt-im-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO1S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-im-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO1S;[ÎŞ];[E]
kewtin	ne-ş-kewt-ît-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO2S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-ît-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO2S;[ÎŞ];[E]
kewtin	ne-ş-kewt-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO3S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO3S;[ÎŞ];[E]
kewtin	ne-ş-kewt-în-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO1P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-în-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO1P;[ÎŞ];[E]
kewtin	ne-ş-kewt-in-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO2P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-in-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO2P;[ÎŞ];[E]
kewtin	ne-ş-kewt-in-aye-tewe	V;PST;IPFV;SBJV;NEG;ArgNO3P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-in-aye-te	V;PST;IPFV;SBJV;NEG;ArgNO3P;[ÎŞ];[E]
kewtin	kewt-û-m-etewe	V;PRS;PRF;IND;ArgNO1S;[EWE]
kewtin	kewt-û-m-ete	V;PRS;PRF;IND;ArgNO1S;[E]
kewtin	kewt-û-yt-etewe	V;PRS;PRF;IND;ArgNO2S;[EWE]
kewtin	kewt-û-yt-ete	V;PRS;PRF;IND;ArgNO2S;[E]
kewtin	kewt-uw-e-tewe	V;PRS;PRF;IND;ArgNO3S;[EWE]
kewtin	kewt-uw-e-te	V;PRS;PRF;IND;ArgNO3S;[E]
kewtin	kewt-û-yn-etewe	V;PRS;PRF;IND;ArgNO1P;[EWE]
kewtin	kewt-û-yn-ete	V;PRS;PRF;IND;ArgNO1P;[E]
kewtin	kewt-û-n-etewe	V;PRS;PRF;IND;ArgNO2P;[EWE]
kewtin	kewt-û-n-ete	V;PRS;PRF;IND;ArgNO2P;[E]
kewtin	kewt-û-n-etewe	V;PRS;PRF;IND;ArgNO3P;[EWE]
kewtin	kewt-û-n-ete	V;PRS;PRF;IND;ArgNO3P;[E]
kewtin	kewt-û-ş-im-etewe	V;PRS;PRF;IND;ArgNO1S;[ÎŞ];[EWE]
kewtin	kewt-û-ş-im-ete	V;PRS;PRF;IND;ArgNO1S;[ÎŞ];[E]
kewtin	kewt-û-ş-ît-etewe	V;PRS;PRF;IND;ArgNO2S;[ÎŞ];[EWE]
kewtin	kewt-û-ş-ît-ete	V;PRS;PRF;IND;ArgNO2S;[ÎŞ];[E]
kewtin	kewt-û-ş-e-tewe	V;PRS;PRF;IND;ArgNO3S;[ÎŞ];[EWE]
kewtin	kewt-û-ş-e-te	V;PRS;PRF;IND;ArgNO3S;[ÎŞ];[E]
kewtin	kewt-û-ş-în-etewe	V;PRS;PRF;IND;ArgNO1P;[ÎŞ];[EWE]
kewtin	kewt-û-ş-în-ete	V;PRS;PRF;IND;ArgNO1P;[ÎŞ];[E]
kewtin	kewt-û-ş-in-etewe	V;PRS;PRF;IND;ArgNO2P;[ÎŞ];[EWE]
kewtin	kewt-û-ş-in-ete	V;PRS;PRF;IND;ArgNO2P;[ÎŞ];[E]
kewtin	kewt-û-ş-in-etewe	V;PRS;PRF;IND;ArgNO3P;[ÎŞ];[EWE]
kewtin	kewt-û-ş-in-ete	V;PRS;PRF;IND;ArgNO3P;[ÎŞ];[E]
kewtin	ne-kewt-û-m-etewe	V;PRS;PRF;IND;NEG;ArgNO1S;[EWE]
kewtin	ne-kewt-û-m-ete	V;PRS;PRF;IND;NEG;ArgNO1S;[E]
kewtin	ne-kewt-û-yt-etewe	V;PRS;PRF;IND;NEG;ArgNO2S;[EWE]
kewtin	ne-kewt-û-yt-ete	V;PRS;PRF;IND;NEG;ArgNO2S;[E]
kewtin	ne-kewt-uw-e-tewe	V;PRS;PRF;IND;NEG;ArgNO3S;[EWE]
kewtin	ne-kewt-uw-e-te	V;PRS;PRF;IND;NEG;ArgNO3S;[E]
kewtin	ne-kewt-û-yn-etewe	V;PRS;PRF;IND;NEG;ArgNO1P;[EWE]
kewtin	ne-kewt-û-yn-ete	V;PRS;PRF;IND;NEG;ArgNO1P;[E]
kewtin	ne-kewt-û-n-etewe	V;PRS;PRF;IND;NEG;ArgNO2P;[EWE]
kewtin	ne-kewt-û-n-ete	V;PRS;PRF;IND;NEG;ArgNO2P;[E]
kewtin	ne-kewt-û-n-etewe	V;PRS;PRF;IND;NEG;ArgNO3P;[EWE]
kewtin	ne-kewt-û-n-ete	V;PRS;PRF;IND;NEG;ArgNO3P;[E]
kewtin	ne-ş-kewt-û-m-etewe	V;PRS;PRF;IND;NEG;ArgNO1S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-û-m-ete	V;PRS;PRF;IND;NEG;ArgNO1S;[ÎŞ];[E]
kewtin	ne-ş-kewt-û-yt-etewe	V;PRS;PRF;IND;NEG;ArgNO2S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-û-yt-ete	V;PRS;PRF;IND;NEG;ArgNO2S;[ÎŞ];[E]
kewtin	ne-ş-kewt-uw-e-tewe	V;PRS;PRF;IND;NEG;ArgNO3S;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-uw-e-te	V;PRS;PRF;IND;NEG;ArgNO3S;[ÎŞ];[E]
kewtin	ne-ş-kewt-û-yn-etewe	V;PRS;PRF;IND;NEG;ArgNO1P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-û-yn-ete	V;PRS;PRF;IND;NEG;ArgNO1P;[ÎŞ];[E]
kewtin	ne-ş-kewt-û-n-etewe	V;PRS;PRF;IND;NEG;ArgNO2P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-û-n-ete	V;PRS;PRF;IND;NEG;ArgNO2P;[ÎŞ];[E]
kewtin	ne-ş-kewt-û-n-etewe	V;PRS;PRF;IND;NEG;ArgNO3P;[ÎŞ];[EWE]
kewtin	ne-ş-kewt-û-n-ete	V;PRS;PRF;IND;NEG;ArgNO3P;[ÎŞ];[E]
kewtin	kewt-ibêt-im-ewe	V;PRS;PRF;SBJV;ArgNO1S;[EWE]
kewtin	kewt-ibêt-im-e	V;PRS;PRF;SBJV;ArgNO1S;[E]
kewtin	kewt-ibêt-ît-ewe	V;PRS;PRF;SBJV;ArgNO2S;[EWE]
kewtin	kewt-ibêt-ît-e	V;PRS;PRF;SBJV;ArgNO2S;[E]
kewtin	kewt-ibêt-ewe	V;PRS;PRF;SBJV;ArgNO3S;[EWE]
kewtin	kewt-ibêt-e	V;PRS;PRF;SBJV;ArgNO3S;[E]
kewtin	kewt-ibêt-în-ewe	V;PRS;PRF;SBJV;ArgNO1P;[EWE]
kewtin	kewt-ibêt-în-e	V;PRS;PRF;SBJV;ArgNO1P;[E]
kewtin	kewt-ibêt-in-ewe	V;PRS;PRF;SBJV;ArgNO2P;[EWE]
kewtin	kewt-ibêt-in-e	V;PRS;PRF;SBJV;ArgNO2P;[E]
kewtin	kewt-ibêt-in-ewe	V;PRS;PRF;SBJV;ArgNO3P;[EWE]
kewtin	kewt-ibêt-in-e	V;PRS;PRF;SBJV;ArgNO3P;[E]
kewtin	kewt-ibêt-îş-im-ewe	V;PRS;PRF;SBJV;ArgNO1S;[ÎŞ];[EWE]
kewtin	kewt-ibêt-îş-im-e	V;PRS;PRF;SBJV;ArgNO1S;[ÎŞ];[E]
kewtin	kewt-ibêt-îş-ît-ewe	V;PRS;PRF;SBJV;ArgNO2S;[ÎŞ];[EWE]
kewtin	kewt-ibêt-îş-ît-e	V;PRS;PRF;SBJV;ArgNO2S;[ÎŞ];[E]
kewtin	kewt-ibêt-îş-ewe	V;PRS;PRF;SBJV;ArgNO3S;[ÎŞ];[EWE]
kewtin	kewt-ibêt-îş-e	V;PRS;PRF;SBJV;ArgNO3S;[ÎŞ];[E]
kewtin	kewt-ibêt-îş-în-ewe	V;PRS;PRF;SBJV;ArgNO1P;[ÎŞ];[EWE]
kewtin	kewt-ibêt-îş-în-e	V;PRS;PRF;SBJV;ArgNO1P;[ÎŞ];[E]
kewtin	kewt-ibêt-îş-in-ewe	V;PRS;PRF;SBJV;ArgNO2P;[ÎŞ];[EWE]
kewtin	kewt-ibêt-îş-in-e	V;PRS;PRF;SBJV;ArgNO2P;[ÎŞ];[E]
kewtin	kewt-ibêt-îş-in-ewe	V;PRS;PRF;SBJV;ArgNO3P;[ÎŞ];[EWE]
kewtin	kewt-ibêt-îş-in-e	V;PRS;PRF;SBJV;ArgNO3P;[ÎŞ];[E]
kewtin	kewt-ibû-m-ewe	V;PST;PRF;IND;ArgNO1S;[EWE]
kewtin	kewt-ibû-m-e	V;PST;PRF;IND;ArgNO1S;[E]
kewtin	kewt-ibû-yt-ewe	V;PST;PRF;IND;ArgNO2S;[EWE]
kewtin	kewt-ibû-yt-e	V;PST;PRF;IND;ArgNO2S;[E]
kewtin	kewt-ibuw-ewe	V;PST;PRF;IND;ArgNO3S;[EWE]
kewtin	kewt-ibuw-e	V;PST;PRF;IND;ArgNO3S;[E]
kewtin	kewt-ibû-yn-ewe	V;PST;PRF;IND;ArgNO1P;[EWE]
kewtin	kewt-ibû-yn-e	V;PST;PRF;IND;ArgNO1P;[E]
kewtin	kewt-ibû-n-ewe	V;PST;PRF;IND;ArgNO2P;[EWE]
kewtin	kewt-ibû-n-e	V;PST;PRF;IND;ArgNO2P;[E]
kewtin	kewt-ibû-n-ewe	V;PST;PRF;IND;ArgNO3P;[EWE]
kewtin	kewt-ibû-n-e	V;PST;PRF;IND;ArgNO3P;[E]
kewtin	kewt-ibû-ş-im-ewe	V;PST;PRF;IND;ArgNO1S;[ÎŞ];[EWE]
