Count: 9096 Words
Lemma	Form	Analysis
ciwan	ciwan-e-ş-tan-e	ADJ;[DEM];[ÎŞ];PSS2P;[COP3S]
ciwan	ciwan-e-ş-tan-în	ADJ;[DEM];[ÎŞ];PSS2P;[COP1P]
ciwan	ciwan-e-ş-tan-in	ADJ;[DEM];[ÎŞ];PSS2P;[COP2P]
ciwan	ciwan-e-ş-tan-in	ADJ;[DEM];[ÎŞ];PSS2P;[COP3P]
ciwan	ciwan-e-ş-tan-da	ADJ;[DEM];[ÎŞ];PSS2P;[DA]
ciwan	ciwan-e-ş-tan-da-m	ADJ;[DEM];[ÎŞ];PSS2P;[DA];[COP1S]
ciwan	ciwan-e-ş-tan-da-yt	ADJ;[DEM];[ÎŞ];PSS2P;[DA];[COP2S]
ciwan	ciwan-e-ş-tan-da-ye	ADJ;[DEM];[ÎŞ];PSS2P;[DA];[COP3S]
ciwan	ciwan-e-ş-tan-da-yn	ADJ;[DEM];[ÎŞ];PSS2P;[DA];[COP1P]
ciwan	ciwan-e-ş-tan-da-n	ADJ;[DEM];[ÎŞ];PSS2P;[DA];[COP2P]
ciwan	ciwan-e-ş-tan-da-n	ADJ;[DEM];[ÎŞ];PSS2P;[DA];[COP3P]
ciwan	ciwan-e-ş-tan-ewe	ADJ;[DEM];[ÎŞ];PSS2P;[EWE]
ciwan	ciwan-e-ş-tan-ewe-m	ADJ;[DEM];[ÎŞ];PSS2P;[EWE];[COP1S]
ciwan	ciwan-e-ş-tan-ewe-yt	ADJ;[DEM];[ÎŞ];PSS2P;[EWE];[COP2S]
ciwan	ciwan-e-ş-tan-ewe-ye	ADJ;[DEM];[ÎŞ];PSS2P;[EWE];[COP3S]
ciwan	ciwan-e-ş-tan-ewe-yn	ADJ;[DEM];[ÎŞ];PSS2P;[EWE];[COP1P]
ciwan	ciwan-e-ş-tan-ewe-n	ADJ;[DEM];[ÎŞ];PSS2P;[EWE];[COP2P]
ciwan	ciwan-e-ş-tan-ewe-n	ADJ;[DEM];[ÎŞ];PSS2P;[EWE];[COP3P]
ciwan	ciwan-e-ş-yan	ADJ;[DEM];[ÎŞ];PSS3P
ciwan	ciwan-e-ş-yan-im	ADJ;[DEM];[ÎŞ];PSS3P;[COP1S]
ciwan	ciwan-e-ş-yan-ît	ADJ;[DEM];[ÎŞ];PSS3P;[COP2S]
ciwan	ciwan-e-ş-yan-e	ADJ;[DEM];[ÎŞ];PSS3P;[COP3S]
ciwan	ciwan-e-ş-yan-în	ADJ;[DEM];[ÎŞ];PSS3P;[COP1P]
ciwan	ciwan-e-ş-yan-in	ADJ;[DEM];[ÎŞ];PSS3P;[COP2P]
ciwan	ciwan-e-ş-yan-in	ADJ;[DEM];[ÎŞ];PSS3P;[COP3P]
ciwan	ciwan-e-ş-yan-da	ADJ;[DEM];[ÎŞ];PSS3P;[DA]
ciwan	ciwan-e-ş-yan-da-m	ADJ;[DEM];[ÎŞ];PSS3P;[DA];[COP1S]
ciwan	ciwan-e-ş-yan-da-yt	ADJ;[DEM];[ÎŞ];PSS3P;[DA];[COP2S]
ciwan	ciwan-e-ş-yan-da-ye	ADJ;[DEM];[ÎŞ];PSS3P;[DA];[COP3S]
ciwan	ciwan-e-ş-yan-da-yn	ADJ;[DEM];[ÎŞ];PSS3P;[DA];[COP1P]
ciwan	ciwan-e-ş-yan-da-n	ADJ;[DEM];[ÎŞ];PSS3P;[DA];[COP2P]
ciwan	ciwan-e-ş-yan-da-n	ADJ;[DEM];[ÎŞ];PSS3P;[DA];[COP3P]
ciwan	ciwan-e-ş-yan-ewe	ADJ;[DEM];[ÎŞ];PSS3P;[EWE]
ciwan	ciwan-e-ş-yan-ewe-m	ADJ;[DEM];[ÎŞ];PSS3P;[EWE];[COP1S]
ciwan	ciwan-e-ş-yan-ewe-yt	ADJ;[DEM];[ÎŞ];PSS3P;[EWE];[COP2S]
ciwan	ciwan-e-ş-yan-ewe-ye	ADJ;[DEM];[ÎŞ];PSS3P;[EWE];[COP3S]
ciwan	ciwan-e-ş-yan-ewe-yn	ADJ;[DEM];[ÎŞ];PSS3P;[EWE];[COP1P]
ciwan	ciwan-e-ş-yan-ewe-n	ADJ;[DEM];[ÎŞ];PSS3P;[EWE];[COP2P]
ciwan	ciwan-e-ş-yan-ewe-n	ADJ;[DEM];[ÎŞ];PSS3P;[EWE];[COP3P]
ciwan	ciwan-an	ADJ;PL
ciwan	ciwan-an-im	ADJ;PL;[COP1S]
ciwan	ciwan-an-ît	ADJ;PL;[COP2S]
ciwan	ciwan-an-e	ADJ;PL;[COP3S]
ciwan	ciwan-an-în	ADJ;PL;[COP1P]
ciwan	ciwan-an-in	ADJ;PL;[COP2P]
ciwan	ciwan-an-in	ADJ;PL;[COP3P]
ciwan	ciwan-an-da	ADJ;PL;[DA]
ciwan	ciwan-an-da-m	ADJ;PL;[DA];[COP1S]
ciwan	ciwan-an-da-yt	ADJ;PL;[DA];[COP2S]
ciwan	ciwan-an-da-ye	ADJ;PL;[DA];[COP3S]
ciwan	ciwan-an-da-yn	ADJ;PL;[DA];[COP1P]
ciwan	ciwan-an-da-n	ADJ;PL;[DA];[COP2P]
ciwan	ciwan-an-da-n	ADJ;PL;[DA];[COP3P]
ciwan	ciwan-an-ewe	ADJ;PL;[EWE]
ciwan	ciwan-an-ewe-m	ADJ;PL;[EWE];[COP1S]
ciwan	ciwan-an-ewe-yt	ADJ;PL;[EWE];[COP2S]
ciwan	ciwan-an-ewe-ye	ADJ;PL;[EWE];[COP3S]
ciwan	ciwan-an-ewe-yn	ADJ;PL;[EWE];[COP1P]
ciwan	ciwan-an-ewe-n	ADJ;PL;[EWE];[COP2P]
ciwan	ciwan-an-ewe-n	ADJ;PL;[EWE];[COP3P]
ciwan	ciwan-an-im	ADJ;PL;PSS1S
ciwan	ciwan-an-im-im	ADJ;PL;PSS1S;[COP1S]
ciwan	ciwan-an-im-ît	ADJ;PL;PSS1S;[COP2S]
ciwan	ciwan-an-im-e	ADJ;PL;PSS1S;[COP3S]
ciwan	ciwan-an-im-în	ADJ;PL;PSS1S;[COP1P]
ciwan	ciwan-an-im-in	ADJ;PL;PSS1S;[COP2P]
ciwan	ciwan-an-im-in	ADJ;PL;PSS1S;[COP3P]
ciwan	ciwan-an-im-da	ADJ;PL;PSS1S;[DA]
ciwan	ciwan-an-im-da-m	ADJ;PL;PSS1S;[DA];[COP1S]
ciwan	ciwan-an-im-da-yt	ADJ;PL;PSS1S;[DA];[COP2S]
ciwan	ciwan-an-im-da-ye	ADJ;PL;PSS1S;[DA];[COP3S]
ciwan	ciwan-an-im-da-yn	ADJ;PL;PSS1S;[DA];[COP1P]
ciwan	ciwan-an-im-da-n	ADJ;PL;PSS1S;[DA];[COP2P]
ciwan	ciwan-an-im-da-n	ADJ;PL;PSS1S;[DA];[COP3P]
ciwan	ciwan-an-im-ewe	ADJ;PL;PSS1S;[EWE]
ciwan	ciwan-an-im-ewe-m	ADJ;PL;PSS1S;[EWE];[COP1S]
ciwan	ciwan-an-im-ewe-yt	ADJ;PL;PSS1S;[EWE];[COP2S]
ciwan	ciwan-an-im-ewe-ye	ADJ;PL;PSS1S;[EWE];[COP3S]
ciwan	ciwan-an-im-ewe-yn	ADJ;PL;PSS1S;[EWE];[COP1P]
ciwan	ciwan-an-im-ewe-n	ADJ;PL;PSS1S;[EWE];[COP2P]
ciwan	ciwan-an-im-ewe-n	ADJ;PL;PSS1S;[EWE];[COP3P]
ciwan	ciwan-an-it	ADJ;PL;PSS2S
ciwan	ciwan-an-it-im	ADJ;PL;PSS2S;[COP1S]
ciwan	ciwan-an-it-ît	ADJ;PL;PSS2S;[COP2S]
ciwan	ciwan-an-it-e	ADJ;PL;PSS2S;[COP3S]
ciwan	ciwan-an-it-în	ADJ;PL;PSS2S;[COP1P]
ciwan	ciwan-an-it-in	ADJ;PL;PSS2S;[COP2P]
ciwan	ciwan-an-it-in	ADJ;PL;PSS2S;[COP3P]
ciwan	ciwan-an-it-da	ADJ;PL;PSS2S;[DA]
ciwan	ciwan-an-it-da-m	ADJ;PL;PSS2S;[DA];[COP1S]
ciwan	ciwan-an-it-da-yt	ADJ;PL;PSS2S;[DA];[COP2S]
ciwan	ciwan-an-it-da-ye	ADJ;PL;PSS2S;[DA];[COP3S]
ciwan	ciwan-an-it-da-yn	ADJ;PL;PSS2S;[DA];[COP1P]
ciwan	ciwan-an-it-da-n	ADJ;PL;PSS2S;[DA];[COP2P]
ciwan	ciwan-an-it-da-n	ADJ;PL;PSS2S;[DA];[COP3P]
ciwan	ciwan-an-it-ewe	ADJ;PL;PSS2S;[EWE]
ciwan	ciwan-an-it-ewe-m	ADJ;PL;PSS2S;[EWE];[COP1S]
ciwan	ciwan-an-it-ewe-yt	ADJ;PL;PSS2S;[EWE];[COP2S]
ciwan	ciwan-an-it-ewe-ye	ADJ;PL;PSS2S;[EWE];[COP3S]
ciwan	ciwan-an-it-ewe-yn	ADJ;PL;PSS2S;[EWE];[COP1P]
ciwan	ciwan-an-it-ewe-n	ADJ;PL;PSS2S;[EWE];[COP2P]
ciwan	ciwan-an-it-ewe-n	ADJ;PL;PSS2S;[EWE];[COP3P]
ciwan	ciwan-an-î	ADJ;PL;PSS3S
ciwan	ciwan-an-y-im	ADJ;PL;PSS3S;[COP1S]
ciwan	ciwan-an-y-ît	ADJ;PL;PSS3S;[COP2S]
ciwan	ciwan-an-ye-tî	ADJ;PL;PSS3S;[COP3S]
ciwan	ciwan-an-y-în	ADJ;PL;PSS3S;[COP1P]
ciwan	ciwan-an-y-in	ADJ;PL;PSS3S;[COP2P]
ciwan	ciwan-an-y-in	ADJ;PL;PSS3S;[COP3P]
ciwan	ciwan-an-î-da	ADJ;PL;PSS3S;[DA]
ciwan	ciwan-an-î-da-m	ADJ;PL;PSS3S;[DA];[COP1S]
ciwan	ciwan-an-î-da-yt	ADJ;PL;PSS3S;[DA];[COP2S]
ciwan	ciwan-an-î-da-ye	ADJ;PL;PSS3S;[DA];[COP3S]
ciwan	ciwan-an-î-da-yn	ADJ;PL;PSS3S;[DA];[COP1P]
ciwan	ciwan-an-î-da-n	ADJ;PL;PSS3S;[DA];[COP2P]
ciwan	ciwan-an-î-da-n	ADJ;PL;PSS3S;[DA];[COP3P]
ciwan	ciwan-an-î-yewe	ADJ;PL;PSS3S;[EWE]
ciwan	ciwan-an-î-yewe-m	ADJ;PL;PSS3S;[EWE];[COP1S]
ciwan	ciwan-an-î-yewe-yt	ADJ;PL;PSS3S;[EWE];[COP2S]
ciwan	ciwan-an-î-yewe-ye	ADJ;PL;PSS3S;[EWE];[COP3S]
ciwan	ciwan-an-î-yewe-yn	ADJ;PL;PSS3S;[EWE];[COP1P]
ciwan	ciwan-an-î-yewe-n	ADJ;PL;PSS3S;[EWE];[COP2P]
ciwan	ciwan-an-î-yewe-n	ADJ;PL;PSS3S;[EWE];[COP3P]
ciwan	ciwan-an-man	ADJ;PL;PSS1P
ciwan	ciwan-an-man-im	ADJ;PL;PSS1P;[COP1S]
ciwan	ciwan-an-man-ît	ADJ;PL;PSS1P;[COP2S]
ciwan	ciwan-an-man-e	ADJ;PL;PSS1P;[COP3S]
ciwan	ciwan-an-man-în	ADJ;PL;PSS1P;[COP1P]
ciwan	ciwan-an-man-in	ADJ;PL;PSS1P;[COP2P]
ciwan	ciwan-an-man-in	ADJ;PL;PSS1P;[COP3P]
ciwan	ciwan-an-man-da	ADJ;PL;PSS1P;[DA]
ciwan	ciwan-an-man-da-m	ADJ;PL;PSS1P;[DA];[COP1S]
ciwan	ciwan-an-man-da-yt	ADJ;PL;PSS1P;[DA];[COP2S]
ciwan	ciwan-an-man-da-ye	ADJ;PL;PSS1P;[DA];[COP3S]
ciwan	ciwan-an-man-da-yn	ADJ;PL;PSS1P;[DA];[COP1P]
ciwan	ciwan-an-man-da-n	ADJ;PL;PSS1P;[DA];[COP2P]
ciwan	ciwan-an-man-da-n	ADJ;PL;PSS1P;[DA];[COP3P]
ciwan	ciwan-an-man-ewe	ADJ;PL;PSS1P;[EWE]
ciwan	ciwan-an-man-ewe-m	ADJ;PL;PSS1P;[EWE];[COP1S]
ciwan	ciwan-an-man-ewe-yt	ADJ;PL;PSS1P;[EWE];[COP2S]
ciwan	ciwan-an-man-ewe-ye	ADJ;PL;PSS1P;[EWE];[COP3S]
ciwan	ciwan-an-man-ewe-yn	ADJ;PL;PSS1P;[EWE];[COP1P]
ciwan	ciwan-an-man-ewe-n	ADJ;PL;PSS1P;[EWE];[COP2P]
ciwan	ciwan-an-man-ewe-n	ADJ;PL;PSS1P;[EWE];[COP3P]
ciwan	ciwan-an-tan	ADJ;PL;PSS2P
ciwan	ciwan-an-tan-im	ADJ;PL;PSS2P;[COP1S]
ciwan	ciwan-an-tan-ît	ADJ;PL;PSS2P;[COP2S]
ciwan	ciwan-an-tan-e	ADJ;PL;PSS2P;[COP3S]
ciwan	ciwan-an-tan-în	ADJ;PL;PSS2P;[COP1P]
ciwan	ciwan-an-tan-in	ADJ;PL;PSS2P;[COP2P]
ciwan	ciwan-an-tan-in	ADJ;PL;PSS2P;[COP3P]
ciwan	ciwan-an-tan-da	ADJ;PL;PSS2P;[DA]
ciwan	ciwan-an-tan-da-m	ADJ;PL;PSS2P;[DA];[COP1S]
ciwan	ciwan-an-tan-da-yt	ADJ;PL;PSS2P;[DA];[COP2S]
ciwan	ciwan-an-tan-da-ye	ADJ;PL;PSS2P;[DA];[COP3S]
ciwan	ciwan-an-tan-da-yn	ADJ;PL;PSS2P;[DA];[COP1P]
ciwan	ciwan-an-tan-da-n	ADJ;PL;PSS2P;[DA];[COP2P]
ciwan	ciwan-an-tan-da-n	ADJ;PL;PSS2P;[DA];[COP3P]
ciwan	ciwan-an-tan-ewe	ADJ;PL;PSS2P;[EWE]
ciwan	ciwan-an-tan-ewe-m	ADJ;PL;PSS2P;[EWE];[COP1S]
ciwan	ciwan-an-tan-ewe-yt	ADJ;PL;PSS2P;[EWE];[COP2S]
ciwan	ciwan-an-tan-ewe-ye	ADJ;PL;PSS2P;[EWE];[COP3S]
ciwan	ciwan-an-tan-ewe-yn	ADJ;PL;PSS2P;[EWE];[COP1P]
ciwan	ciwan-an-tan-ewe-n	ADJ;PL;PSS2P;[EWE];[COP2P]
ciwan	ciwan-an-tan-ewe-n	ADJ;PL;PSS2P;[EWE];[COP3P]
ciwan	ciwan-an-yan	ADJ;PL;PSS3P
ciwan	ciwan-an-yan-im	ADJ;PL;PSS3P;[COP1S]
ciwan	ciwan-an-yan-ît	ADJ;PL;PSS3P;[COP2S]
ciwan	ciwan-an-yan-e	ADJ;PL;PSS3P;[COP3S]
ciwan	ciwan-an-yan-în	ADJ;PL;PSS3P;[COP1P]
ciwan	ciwan-an-yan-in	ADJ;PL;PSS3P;[COP2P]
ciwan	ciwan-an-yan-in	ADJ;PL;PSS3P;[COP3P]
ciwan	ciwan-an-yan-da	ADJ;PL;PSS3P;[DA]
ciwan	ciwan-an-yan-da-m	ADJ;PL;PSS3P;[DA];[COP1S]
ciwan	ciwan-an-yan-da-yt	ADJ;PL;PSS3P;[DA];[COP2S]
ciwan	ciwan-an-yan-da-ye	ADJ;PL;PSS3P;[DA];[COP3S]
ciwan	ciwan-an-yan-da-yn	ADJ;PL;PSS3P;[DA];[COP1P]
ciwan	ciwan-an-yan-da-n	ADJ;PL;PSS3P;[DA];[COP2P]
ciwan	ciwan-an-yan-da-n	ADJ;PL;PSS3P;[DA];[COP3P]
ciwan	ciwan-an-yan-ewe	ADJ;PL;PSS3P;[EWE]
ciwan	ciwan-an-yan-ewe-m	ADJ;PL;PSS3P;[EWE];[COP1S]
ciwan	ciwan-an-yan-ewe-yt	ADJ;PL;PSS3P;[EWE];[COP2S]
ciwan	ciwan-an-yan-ewe-ye	ADJ;PL;PSS3P;[EWE];[COP3S]
ciwan	ciwan-an-yan-ewe-yn	ADJ;PL;PSS3P;[EWE];[COP1P]
ciwan	ciwan-an-yan-ewe-n	ADJ;PL;PSS3P;[EWE];[COP2P]
ciwan	ciwan-an-yan-ewe-n	ADJ;PL;PSS3P;[EWE];[COP3P]
ciwan	ciwan-an-îş	ADJ;PL;[ÎŞ]
ciwan	ciwan-an-îş-im	ADJ;PL;[ÎŞ];[COP1S]
ciwan	ciwan-an-îş-ît	ADJ;PL;[ÎŞ];[COP2S]
ciwan	ciwan-an-îş-e	ADJ;PL;[ÎŞ];[COP3S]
ciwan	ciwan-an-îş-în	ADJ;PL;[ÎŞ];[COP1P]
ciwan	ciwan-an-îş-in	ADJ;PL;[ÎŞ];[COP2P]
ciwan	ciwan-an-îş-in	ADJ;PL;[ÎŞ];[COP3P]
ciwan	ciwan-an-îş-da	ADJ;PL;[ÎŞ];[DA]
ciwan	ciwan-an-îş-da-m	ADJ;PL;[ÎŞ];[DA];[COP1S]
ciwan	ciwan-an-îş-da-yt	ADJ;PL;[ÎŞ];[DA];[COP2S]
ciwan	ciwan-an-îş-da-ye	ADJ;PL;[ÎŞ];[DA];[COP3S]
ciwan	ciwan-an-îş-da-yn	ADJ;PL;[ÎŞ];[DA];[COP1P]
ciwan	ciwan-an-îş-da-n	ADJ;PL;[ÎŞ];[DA];[COP2P]
ciwan	ciwan-an-îş-da-n	ADJ;PL;[ÎŞ];[DA];[COP3P]
ciwan	ciwan-an-îş-ewe	ADJ;PL;[ÎŞ];[EWE]
ciwan	ciwan-an-îş-ewe-m	ADJ;PL;[ÎŞ];[EWE];[COP1S]
ciwan	ciwan-an-îş-ewe-yt	ADJ;PL;[ÎŞ];[EWE];[COP2S]
ciwan	ciwan-an-îş-ewe-ye	ADJ;PL;[ÎŞ];[EWE];[COP3S]
ciwan	ciwan-an-îş-ewe-yn	ADJ;PL;[ÎŞ];[EWE];[COP1P]
ciwan	ciwan-an-îş-ewe-n	ADJ;PL;[ÎŞ];[EWE];[COP2P]
ciwan	ciwan-an-îş-ewe-n	ADJ;PL;[ÎŞ];[EWE];[COP3P]
ciwan	ciwan-an-îş-im	ADJ;PL;[ÎŞ];PSS1S
ciwan	ciwan-an-îş-im-im	ADJ;PL;[ÎŞ];PSS1S;[COP1S]
ciwan	ciwan-an-îş-im-ît	ADJ;PL;[ÎŞ];PSS1S;[COP2S]
ciwan	ciwan-an-îş-im-e	ADJ;PL;[ÎŞ];PSS1S;[COP3S]
ciwan	ciwan-an-îş-im-în	ADJ;PL;[ÎŞ];PSS1S;[COP1P]
ciwan	ciwan-an-îş-im-in	ADJ;PL;[ÎŞ];PSS1S;[COP2P]
ciwan	ciwan-an-îş-im-in	ADJ;PL;[ÎŞ];PSS1S;[COP3P]
ciwan	ciwan-an-îş-im-da	ADJ;PL;[ÎŞ];PSS1S;[DA]
ciwan	ciwan-an-îş-im-da-m	ADJ;PL;[ÎŞ];PSS1S;[DA];[COP1S]
ciwan	ciwan-an-îş-im-da-yt	ADJ;PL;[ÎŞ];PSS1S;[DA];[COP2S]
ciwan	ciwan-an-îş-im-da-ye	ADJ;PL;[ÎŞ];PSS1S;[DA];[COP3S]
ciwan	ciwan-an-îş-im-da-yn	ADJ;PL;[ÎŞ];PSS1S;[DA];[COP1P]
ciwan	ciwan-an-îş-im-da-n	ADJ;PL;[ÎŞ];PSS1S;[DA];[COP2P]
ciwan	ciwan-an-îş-im-da-n	ADJ;PL;[ÎŞ];PSS1S;[DA];[COP3P]
ciwan	ciwan-an-îş-im-ewe	ADJ;PL;[ÎŞ];PSS1S;[EWE]
ciwan	ciwan-an-îş-im-ewe-m	ADJ;PL;[ÎŞ];PSS1S;[EWE];[COP1S]
ciwan	ciwan-an-îş-im-ewe-yt	ADJ;PL;[ÎŞ];PSS1S;[EWE];[COP2S]
ciwan	ciwan-an-îş-im-ewe-ye	ADJ;PL;[ÎŞ];PSS1S;[EWE];[COP3S]
ciwan	ciwan-an-îş-im-ewe-yn	ADJ;PL;[ÎŞ];PSS1S;[EWE];[COP1P]
ciwan	ciwan-an-îş-im-ewe-n	ADJ;PL;[ÎŞ];PSS1S;[EWE];[COP2P]
ciwan	ciwan-an-îş-im-ewe-n	ADJ;PL;[ÎŞ];PSS1S;[EWE];[COP3P]
ciwan	ciwan-an-îş-it	ADJ;PL;[ÎŞ];PSS2S
ciwan	ciwan-an-îş-it-im	ADJ;PL;[ÎŞ];PSS2S;[COP1S]
ciwan	ciwan-an-îş-it-ît	ADJ;PL;[ÎŞ];PSS2S;[COP2S]
ciwan	ciwan-an-îş-it-e	ADJ;PL;[ÎŞ];PSS2S;[COP3S]
ciwan	ciwan-an-îş-it-în	ADJ;PL;[ÎŞ];PSS2S;[COP1P]
ciwan	ciwan-an-îş-it-in	ADJ;PL;[ÎŞ];PSS2S;[COP2P]
ciwan	ciwan-an-îş-it-in	ADJ;PL;[ÎŞ];PSS2S;[COP3P]
ciwan	ciwan-an-îş-it-da	ADJ;PL;[ÎŞ];PSS2S;[DA]
ciwan	ciwan-an-îş-it-da-m	ADJ;PL;[ÎŞ];PSS2S;[DA];[COP1S]
ciwan	ciwan-an-îş-it-da-yt	ADJ;PL;[ÎŞ];PSS2S;[DA];[COP2S]
ciwan	ciwan-an-îş-it-da-ye	ADJ;PL;[ÎŞ];PSS2S;[DA];[COP3S]
ciwan	ciwan-an-îş-it-da-yn	ADJ;PL;[ÎŞ];PSS2S;[DA];[COP1P]
ciwan	ciwan-an-îş-it-da-n	ADJ;PL;[ÎŞ];PSS2S;[DA];[COP2P]
ciwan	ciwan-an-îş-it-da-n	ADJ;PL;[ÎŞ];PSS2S;[DA];[COP3P]
ciwan	ciwan-an-îş-it-ewe	ADJ;PL;[ÎŞ];PSS2S;[EWE]
ciwan	ciwan-an-îş-it-ewe-m	ADJ;PL;[ÎŞ];PSS2S;[EWE];[COP1S]
ciwan	ciwan-an-îş-it-ewe-yt	ADJ;PL;[ÎŞ];PSS2S;[EWE];[COP2S]
ciwan	ciwan-an-îş-it-ewe-ye	ADJ;PL;[ÎŞ];PSS2S;[EWE];[COP3S]
ciwan	ciwan-an-îş-it-ewe-yn	ADJ;PL;[ÎŞ];PSS2S;[EWE];[COP1P]
ciwan	ciwan-an-îş-it-ewe-n	ADJ;PL;[ÎŞ];PSS2S;[EWE];[COP2P]
ciwan	ciwan-an-îş-it-ewe-n	ADJ;PL;[ÎŞ];PSS2S;[EWE];[COP3P]
ciwan	ciwan-an-îş-î	ADJ;PL;[ÎŞ];PSS3S
ciwan	ciwan-an-îş-y-im	ADJ;PL;[ÎŞ];PSS3S;[COP1S]
ciwan	ciwan-an-îş-y-ît	ADJ;PL;[ÎŞ];PSS3S;[COP2S]
ciwan	ciwan-an-îş-ye-tî	ADJ;PL;[ÎŞ];PSS3S;[COP3S]
ciwan	ciwan-an-îş-y-în	ADJ;PL;[ÎŞ];PSS3S;[COP1P]
ciwan	ciwan-an-îş-y-in	ADJ;PL;[ÎŞ];PSS3S;[COP2P]
ciwan	ciwan-an-îş-y-in	ADJ;PL;[ÎŞ];PSS3S;[COP3P]
ciwan	ciwan-an-îş-î-da	ADJ;PL;[ÎŞ];PSS3S;[DA]
ciwan	ciwan-an-îş-î-da-m	ADJ;PL;[ÎŞ];PSS3S;[DA];[COP1S]
ciwan	ciwan-an-îş-î-da-yt	ADJ;PL;[ÎŞ];PSS3S;[DA];[COP2S]
ciwan	ciwan-an-îş-î-da-ye	ADJ;PL;[ÎŞ];PSS3S;[DA];[COP3S]
ciwan	ciwan-an-îş-î-da-yn	ADJ;PL;[ÎŞ];PSS3S;[DA];[COP1P]
ciwan	ciwan-an-îş-î-da-n	ADJ;PL;[ÎŞ];PSS3S;[DA];[COP2P]
ciwan	ciwan-an-îş-î-da-n	ADJ;PL;[ÎŞ];PSS3S;[DA];[COP3P]
ciwan	ciwan-an-îş-î-yewe	ADJ;PL;[ÎŞ];PSS3S;[EWE]
ciwan	ciwan-an-îş-î-yewe-m	ADJ;PL;[ÎŞ];PSS3S;[EWE];[COP1S]
ciwan	ciwan-an-îş-î-yewe-yt	ADJ;PL;[ÎŞ];PSS3S;[EWE];[COP2S]
ciwan	ciwan-an-îş-î-yewe-ye	ADJ;PL;[ÎŞ];PSS3S;[EWE];[COP3S]
ciwan	ciwan-an-îş-î-yewe-yn	ADJ;PL;[ÎŞ];PSS3S;[EWE];[COP1P]
ciwan	ciwan-an-îş-î-yewe-n	ADJ;PL;[ÎŞ];PSS3S;[EWE];[COP2P]
ciwan	ciwan-an-îş-î-yewe-n	ADJ;PL;[ÎŞ];PSS3S;[EWE];[COP3P]
ciwan	ciwan-an-îş-man	ADJ;PL;[ÎŞ];PSS1P
ciwan	ciwan-an-îş-man-im	ADJ;PL;[ÎŞ];PSS1P;[COP1S]
ciwan	ciwan-an-îş-man-ît	ADJ;PL;[ÎŞ];PSS1P;[COP2S]
ciwan	ciwan-an-îş-man-e	ADJ;PL;[ÎŞ];PSS1P;[COP3S]
ciwan	ciwan-an-îş-man-în	ADJ;PL;[ÎŞ];PSS1P;[COP1P]
ciwan	ciwan-an-îş-man-in	ADJ;PL;[ÎŞ];PSS1P;[COP2P]
ciwan	ciwan-an-îş-man-in	ADJ;PL;[ÎŞ];PSS1P;[COP3P]
ciwan	ciwan-an-îş-man-da	ADJ;PL;[ÎŞ];PSS1P;[DA]
ciwan	ciwan-an-îş-man-da-m	ADJ;PL;[ÎŞ];PSS1P;[DA];[COP1S]
ciwan	ciwan-an-îş-man-da-yt	ADJ;PL;[ÎŞ];PSS1P;[DA];[COP2S]
ciwan	ciwan-an-îş-man-da-ye	ADJ;PL;[ÎŞ];PSS1P;[DA];[COP3S]
ciwan	ciwan-an-îş-man-da-yn	ADJ;PL;[ÎŞ];PSS1P;[DA];[COP1P]
ciwan	ciwan-an-îş-man-da-n	ADJ;PL;[ÎŞ];PSS1P;[DA];[COP2P]
ciwan	ciwan-an-îş-man-da-n	ADJ;PL;[ÎŞ];PSS1P;[DA];[COP3P]
ciwan	ciwan-an-îş-man-ewe	ADJ;PL;[ÎŞ];PSS1P;[EWE]
ciwan	ciwan-an-îş-man-ewe-m	ADJ;PL;[ÎŞ];PSS1P;[EWE];[COP1S]
ciwan	ciwan-an-îş-man-ewe-yt	ADJ;PL;[ÎŞ];PSS1P;[EWE];[COP2S]
ciwan	ciwan-an-îş-man-ewe-ye	ADJ;PL;[ÎŞ];PSS1P;[EWE];[COP3S]
ciwan	ciwan-an-îş-man-ewe-yn	ADJ;PL;[ÎŞ];PSS1P;[EWE];[COP1P]
ciwan	ciwan-an-îş-man-ewe-n	ADJ;PL;[ÎŞ];PSS1P;[EWE];[COP2P]
ciwan	ciwan-an-îş-man-ewe-n	ADJ;PL;[ÎŞ];PSS1P;[EWE];[COP3P]
ciwan	ciwan-an-îş-tan	ADJ;PL;[ÎŞ];PSS2P
ciwan	ciwan-an-îş-tan-im	ADJ;PL;[ÎŞ];PSS2P;[COP1S]
ciwan	ciwan-an-îş-tan-ît	ADJ;PL;[ÎŞ];PSS2P;[COP2S]
ciwan	ciwan-an-îş-tan-e	ADJ;PL;[ÎŞ];PSS2P;[COP3S]
ciwan	ciwan-an-îş-tan-în	ADJ;PL;[ÎŞ];PSS2P;[COP1P]
ciwan	ciwan-an-îş-tan-in	ADJ;PL;[ÎŞ];PSS2P;[COP2P]
ciwan	ciwan-an-îş-tan-in	ADJ;PL;[ÎŞ];PSS2P;[COP3P]
ciwan	ciwan-an-îş-tan-da	ADJ;PL;[ÎŞ];PSS2P;[DA]
ciwan	ciwan-an-îş-tan-da-m	ADJ;PL;[ÎŞ];PSS2P;[DA];[COP1S]
ciwan	ciwan-an-îş-tan-da-yt	ADJ;PL;[ÎŞ];PSS2P;[DA];[COP2S]
ciwan	ciwan-an-îş-tan-da-ye	ADJ;PL;[ÎŞ];PSS2P;[DA];[COP3S]
