Count: 3032 Words
Lemma	Form	Analysis
dar	dar-eke-tan-da-yn	N;DEF;PSS2P;[DA];[COP1P]
dar	dar-eke-tan-da-n	N;DEF;PSS2P;[DA];[COP2P]
dar	dar-eke-tan-da-n	N;DEF;PSS2P;[DA];[COP3P]
dar	dar-eke-tan-ewe	N;DEF;PSS2P;[EWE]
dar	dar-eke-tan-ewe-m	N;DEF;PSS2P;[EWE];[COP1S]
dar	dar-eke-tan-ewe-yt	N;DEF;PSS2P;[EWE];[COP2S]
dar	dar-eke-tan-ewe-ye	N;DEF;PSS2P;[EWE];[COP3S]
dar	dar-eke-tan-ewe-yn	N;DEF;PSS2P;[EWE];[COP1P]
dar	dar-eke-tan-ewe-n	N;DEF;PSS2P;[EWE];[COP2P]
dar	dar-eke-tan-ewe-n	N;DEF;PSS2P;[EWE];[COP3P]
dar	dar-eke-yan	N;DEF;PSS3P
dar	dar-eke-yan-im	N;DEF;PSS3P;[COP1S]
dar	dar-eke-yan-ît	N;DEF;PSS3P;[COP2S]
dar	dar-eke-yan-e	N;DEF;PSS3P;[COP3S]
dar	dar-eke-yan-în	N;DEF;PSS3P;[COP1P]
dar	dar-eke-yan-in	N;DEF;PSS3P;[COP2P]
dar	dar-eke-yan-in	N;DEF;PSS3P;[COP3P]
dar	dar-eke-yan-da	N;DEF;PSS3P;[DA]
dar	dar-eke-yan-da-m	N;DEF;PSS3P;[DA];[COP1S]
dar	dar-eke-yan-da-yt	N;DEF;PSS3P;[DA];[COP2S]
dar	dar-eke-yan-da-ye	N;DEF;PSS3P;[DA];[COP3S]
dar	dar-eke-yan-da-yn	N;DEF;PSS3P;[DA];[COP1P]
dar	dar-eke-yan-da-n	N;DEF;PSS3P;[DA];[COP2P]
dar	dar-eke-yan-da-n	N;DEF;PSS3P;[DA];[COP3P]
dar	dar-eke-yan-ewe	N;DEF;PSS3P;[EWE]
dar	dar-eke-yan-ewe-m	N;DEF;PSS3P;[EWE];[COP1S]
dar	dar-eke-yan-ewe-yt	N;DEF;PSS3P;[EWE];[COP2S]
dar	dar-eke-yan-ewe-ye	N;DEF;PSS3P;[EWE];[COP3S]
dar	dar-eke-yan-ewe-yn	N;DEF;PSS3P;[EWE];[COP1P]
dar	dar-eke-yan-ewe-n	N;DEF;PSS3P;[EWE];[COP2P]
dar	dar-eke-yan-ewe-n	N;DEF;PSS3P;[EWE];[COP3P]
dar	dar-eke-ş	N;DEF;[ÎŞ]
dar	dar-eke-ş-im	N;DEF;[ÎŞ];[COP1S]
dar	dar-eke-ş-ît	N;DEF;[ÎŞ];[COP2S]
dar	dar-eke-ş-e	N;DEF;[ÎŞ];[COP3S]
dar	dar-eke-ş-în	N;DEF;[ÎŞ];[COP1P]
dar	dar-eke-ş-in	N;DEF;[ÎŞ];[COP2P]
dar	dar-eke-ş-in	N;DEF;[ÎŞ];[COP3P]
dar	dar-eke-ş-da	N;DEF;[ÎŞ];[DA]
dar	dar-eke-ş-da-m	N;DEF;[ÎŞ];[DA];[COP1S]
dar	dar-eke-ş-da-yt	N;DEF;[ÎŞ];[DA];[COP2S]
dar	dar-eke-ş-da-ye	N;DEF;[ÎŞ];[DA];[COP3S]
dar	dar-eke-ş-da-yn	N;DEF;[ÎŞ];[DA];[COP1P]
dar	dar-eke-ş-da-n	N;DEF;[ÎŞ];[DA];[COP2P]
dar	dar-eke-ş-da-n	N;DEF;[ÎŞ];[DA];[COP3P]
dar	dar-eke-ş-ewe	N;DEF;[ÎŞ];[EWE]
dar	dar-eke-ş-ewe-m	N;DEF;[ÎŞ];[EWE];[COP1S]
dar	dar-eke-ş-ewe-yt	N;DEF;[ÎŞ];[EWE];[COP2S]
dar	dar-eke-ş-ewe-ye	N;DEF;[ÎŞ];[EWE];[COP3S]
dar	dar-eke-ş-ewe-yn	N;DEF;[ÎŞ];[EWE];[COP1P]
dar	dar-eke-ş-ewe-n	N;DEF;[ÎŞ];[EWE];[COP2P]
dar	dar-eke-ş-ewe-n	N;DEF;[ÎŞ];[EWE];[COP3P]
dar	dar-eke-ş-im	N;DEF;[ÎŞ];PSS1S
dar	dar-eke-ş-im-im	N;DEF;[ÎŞ];PSS1S;[COP1S]
dar	dar-eke-ş-im-ît	N;DEF;[ÎŞ];PSS1S;[COP2S]
dar	dar-eke-ş-im-e	N;DEF;[ÎŞ];PSS1S;[COP3S]
dar	dar-eke-ş-im-în	N;DEF;[ÎŞ];PSS1S;[COP1P]
dar	dar-eke-ş-im-in	N;DEF;[ÎŞ];PSS1S;[COP2P]
dar	dar-eke-ş-im-in	N;DEF;[ÎŞ];PSS1S;[COP3P]
dar	dar-eke-ş-im-da	N;DEF;[ÎŞ];PSS1S;[DA]
dar	dar-eke-ş-im-da-m	N;DEF;[ÎŞ];PSS1S;[DA];[COP1S]
dar	dar-eke-ş-im-da-yt	N;DEF;[ÎŞ];PSS1S;[DA];[COP2S]
dar	dar-eke-ş-im-da-ye	N;DEF;[ÎŞ];PSS1S;[DA];[COP3S]
dar	dar-eke-ş-im-da-yn	N;DEF;[ÎŞ];PSS1S;[DA];[COP1P]
dar	dar-eke-ş-im-da-n	N;DEF;[ÎŞ];PSS1S;[DA];[COP2P]
dar	dar-eke-ş-im-da-n	N;DEF;[ÎŞ];PSS1S;[DA];[COP3P]
dar	dar-eke-ş-im-ewe	N;DEF;[ÎŞ];PSS1S;[EWE]
dar	dar-eke-ş-im-ewe-m	N;DEF;[ÎŞ];PSS1S;[EWE];[COP1S]
dar	dar-eke-ş-im-ewe-yt	N;DEF;[ÎŞ];PSS1S;[EWE];[COP2S]
dar	dar-eke-ş-im-ewe-ye	N;DEF;[ÎŞ];PSS1S;[EWE];[COP3S]
dar	dar-eke-ş-im-ewe-yn	N;DEF;[ÎŞ];PSS1S;[EWE];[COP1P]
dar	dar-eke-ş-im-ewe-n	N;DEF;[ÎŞ];PSS1S;[EWE];[COP2P]
dar	dar-eke-ş-im-ewe-n	N;DEF;[ÎŞ];PSS1S;[EWE];[COP3P]
dar	dar-eke-ş-it	N;DEF;[ÎŞ];PSS2S
dar	dar-eke-ş-it-im	N;DEF;[ÎŞ];PSS2S;[COP1S]
dar	dar-eke-ş-it-ît	N;DEF;[ÎŞ];PSS2S;[COP2S]
dar	dar-eke-ş-it-e	N;DEF;[ÎŞ];PSS2S;[COP3S]
dar	dar-eke-ş-it-în	N;DEF;[ÎŞ];PSS2S;[COP1P]
dar	dar-eke-ş-it-in	N;DEF;[ÎŞ];PSS2S;[COP2P]
dar	dar-eke-ş-it-in	N;DEF;[ÎŞ];PSS2S;[COP3P]
dar	dar-eke-ş-it-da	N;DEF;[ÎŞ];PSS2S;[DA]
dar	dar-eke-ş-it-da-m	N;DEF;[ÎŞ];PSS2S;[DA];[COP1S]
dar	dar-eke-ş-it-da-yt	N;DEF;[ÎŞ];PSS2S;[DA];[COP2S]
dar	dar-eke-ş-it-da-ye	N;DEF;[ÎŞ];PSS2S;[DA];[COP3S]
dar	dar-eke-ş-it-da-yn	N;DEF;[ÎŞ];PSS2S;[DA];[COP1P]
dar	dar-eke-ş-it-da-n	N;DEF;[ÎŞ];PSS2S;[DA];[COP2P]
dar	dar-eke-ş-it-da-n	N;DEF;[ÎŞ];PSS2S;[DA];[COP3P]
dar	dar-eke-ş-it-ewe	N;DEF;[ÎŞ];PSS2S;[EWE]
dar	dar-eke-ş-it-ewe-m	N;DEF;[ÎŞ];PSS2S;[EWE];[COP1S]
dar	dar-eke-ş-it-ewe-yt	N;DEF;[ÎŞ];PSS2S;[EWE];[COP2S]
dar	dar-eke-ş-it-ewe-ye	N;DEF;[ÎŞ];PSS2S;[EWE];[COP3S]
dar	dar-eke-ş-it-ewe-yn	N;DEF;[ÎŞ];PSS2S;[EWE];[COP1P]
dar	dar-eke-ş-it-ewe-n	N;DEF;[ÎŞ];PSS2S;[EWE];[COP2P]
dar	dar-eke-ş-it-ewe-n	N;DEF;[ÎŞ];PSS2S;[EWE];[COP3P]
dar	dar-eke-ş-î	N;DEF;[ÎŞ];PSS3S
dar	dar-eke-ş-y-im	N;DEF;[ÎŞ];PSS3S;[COP1S]
dar	dar-eke-ş-y-ît	N;DEF;[ÎŞ];PSS3S;[COP2S]
dar	dar-eke-ş-ye-tî	N;DEF;[ÎŞ];PSS3S;[COP3S]
dar	dar-eke-ş-y-în	N;DEF;[ÎŞ];PSS3S;[COP1P]
dar	dar-eke-ş-y-in	N;DEF;[ÎŞ];PSS3S;[COP2P]
dar	dar-eke-ş-y-in	N;DEF;[ÎŞ];PSS3S;[COP3P]
dar	dar-eke-ş-î-da	N;DEF;[ÎŞ];PSS3S;[DA]
dar	dar-eke-ş-î-da-m	N;DEF;[ÎŞ];PSS3S;[DA];[COP1S]
dar	dar-eke-ş-î-da-yt	N;DEF;[ÎŞ];PSS3S;[DA];[COP2S]
dar	dar-eke-ş-î-da-ye	N;DEF;[ÎŞ];PSS3S;[DA];[COP3S]
dar	dar-eke-ş-î-da-yn	N;DEF;[ÎŞ];PSS3S;[DA];[COP1P]
dar	dar-eke-ş-î-da-n	N;DEF;[ÎŞ];PSS3S;[DA];[COP2P]
dar	dar-eke-ş-î-da-n	N;DEF;[ÎŞ];PSS3S;[DA];[COP3P]
dar	dar-eke-ş-î-yewe	N;DEF;[ÎŞ];PSS3S;[EWE]
dar	dar-eke-ş-î-yewe-m	N;DEF;[ÎŞ];PSS3S;[EWE];[COP1S]
dar	dar-eke-ş-î-yewe-yt	N;DEF;[ÎŞ];PSS3S;[EWE];[COP2S]
dar	dar-eke-ş-î-yewe-ye	N;DEF;[ÎŞ];PSS3S;[EWE];[COP3S]
dar	dar-eke-ş-î-yewe-yn	N;DEF;[ÎŞ];PSS3S;[EWE];[COP1P]
dar	dar-eke-ş-î-yewe-n	N;DEF;[ÎŞ];PSS3S;[EWE];[COP2P]
dar	dar-eke-ş-î-yewe-n	N;DEF;[ÎŞ];PSS3S;[EWE];[COP3P]
dar	dar-eke-ş-man	N;DEF;[ÎŞ];PSS1P
dar	dar-eke-ş-man-im	N;DEF;[ÎŞ];PSS1P;[COP1S]
dar	dar-eke-ş-man-ît	N;DEF;[ÎŞ];PSS1P;[COP2S]
dar	dar-eke-ş-man-e	N;DEF;[ÎŞ];PSS1P;[COP3S]
dar	dar-eke-ş-man-în	N;DEF;[ÎŞ];PSS1P;[COP1P]
dar	dar-eke-ş-man-in	N;DEF;[ÎŞ];PSS1P;[COP2P]
dar	dar-eke-ş-man-in	N;DEF;[ÎŞ];PSS1P;[COP3P]
dar	dar-eke-ş-man-da	N;DEF;[ÎŞ];PSS1P;[DA]
dar	dar-eke-ş-man-da-m	N;DEF;[ÎŞ];PSS1P;[DA];[COP1S]
dar	dar-eke-ş-man-da-yt	N;DEF;[ÎŞ];PSS1P;[DA];[COP2S]
dar	dar-eke-ş-man-da-ye	N;DEF;[ÎŞ];PSS1P;[DA];[COP3S]
dar	dar-eke-ş-man-da-yn	N;DEF;[ÎŞ];PSS1P;[DA];[COP1P]
dar	dar-eke-ş-man-da-n	N;DEF;[ÎŞ];PSS1P;[DA];[COP2P]
dar	dar-eke-ş-man-da-n	N;DEF;[ÎŞ];PSS1P;[DA];[COP3P]
dar	dar-eke-ş-man-ewe	N;DEF;[ÎŞ];PSS1P;[EWE]
dar	dar-eke-ş-man-ewe-m	N;DEF;[ÎŞ];PSS1P;[EWE];[COP1S]
dar	dar-eke-ş-man-ewe-yt	N;DEF;[ÎŞ];PSS1P;[EWE];[COP2S]
dar	dar-eke-ş-man-ewe-ye	N;DEF;[ÎŞ];PSS1P;[EWE];[COP3S]
dar	dar-eke-ş-man-ewe-yn	N;DEF;[ÎŞ];PSS1P;[EWE];[COP1P]
dar	dar-eke-ş-man-ewe-n	N;DEF;[ÎŞ];PSS1P;[EWE];[COP2P]
dar	dar-eke-ş-man-ewe-n	N;DEF;[ÎŞ];PSS1P;[EWE];[COP3P]
dar	dar-eke-ş-tan	N;DEF;[ÎŞ];PSS2P
dar	dar-eke-ş-tan-im	N;DEF;[ÎŞ];PSS2P;[COP1S]
dar	dar-eke-ş-tan-ît	N;DEF;[ÎŞ];PSS2P;[COP2S]
dar	dar-eke-ş-tan-e	N;DEF;[ÎŞ];PSS2P;[COP3S]
dar	dar-eke-ş-tan-în	N;DEF;[ÎŞ];PSS2P;[COP1P]
dar	dar-eke-ş-tan-in	N;DEF;[ÎŞ];PSS2P;[COP2P]
dar	dar-eke-ş-tan-in	N;DEF;[ÎŞ];PSS2P;[COP3P]
dar	dar-eke-ş-tan-da	N;DEF;[ÎŞ];PSS2P;[DA]
dar	dar-eke-ş-tan-da-m	N;DEF;[ÎŞ];PSS2P;[DA];[COP1S]
dar	dar-eke-ş-tan-da-yt	N;DEF;[ÎŞ];PSS2P;[DA];[COP2S]
dar	dar-eke-ş-tan-da-ye	N;DEF;[ÎŞ];PSS2P;[DA];[COP3S]
dar	dar-eke-ş-tan-da-yn	N;DEF;[ÎŞ];PSS2P;[DA];[COP1P]
dar	dar-eke-ş-tan-da-n	N;DEF;[ÎŞ];PSS2P;[DA];[COP2P]
dar	dar-eke-ş-tan-da-n	N;DEF;[ÎŞ];PSS2P;[DA];[COP3P]
dar	dar-eke-ş-tan-ewe	N;DEF;[ÎŞ];PSS2P;[EWE]
dar	dar-eke-ş-tan-ewe-m	N;DEF;[ÎŞ];PSS2P;[EWE];[COP1S]
dar	dar-eke-ş-tan-ewe-yt	N;DEF;[ÎŞ];PSS2P;[EWE];[COP2S]
dar	dar-eke-ş-tan-ewe-ye	N;DEF;[ÎŞ];PSS2P;[EWE];[COP3S]
dar	dar-eke-ş-tan-ewe-yn	N;DEF;[ÎŞ];PSS2P;[EWE];[COP1P]
dar	dar-eke-ş-tan-ewe-n	N;DEF;[ÎŞ];PSS2P;[EWE];[COP2P]
dar	dar-eke-ş-tan-ewe-n	N;DEF;[ÎŞ];PSS2P;[EWE];[COP3P]
dar	dar-eke-ş-yan	N;DEF;[ÎŞ];PSS3P
dar	dar-eke-ş-yan-im	N;DEF;[ÎŞ];PSS3P;[COP1S]
dar	dar-eke-ş-yan-ît	N;DEF;[ÎŞ];PSS3P;[COP2S]
dar	dar-eke-ş-yan-e	N;DEF;[ÎŞ];PSS3P;[COP3S]
dar	dar-eke-ş-yan-în	N;DEF;[ÎŞ];PSS3P;[COP1P]
dar	dar-eke-ş-yan-in	N;DEF;[ÎŞ];PSS3P;[COP2P]
dar	dar-eke-ş-yan-in	N;DEF;[ÎŞ];PSS3P;[COP3P]
dar	dar-eke-ş-yan-da	N;DEF;[ÎŞ];PSS3P;[DA]
dar	dar-eke-ş-yan-da-m	N;DEF;[ÎŞ];PSS3P;[DA];[COP1S]
dar	dar-eke-ş-yan-da-yt	N;DEF;[ÎŞ];PSS3P;[DA];[COP2S]
dar	dar-eke-ş-yan-da-ye	N;DEF;[ÎŞ];PSS3P;[DA];[COP3S]
dar	dar-eke-ş-yan-da-yn	N;DEF;[ÎŞ];PSS3P;[DA];[COP1P]
dar	dar-eke-ş-yan-da-n	N;DEF;[ÎŞ];PSS3P;[DA];[COP2P]
dar	dar-eke-ş-yan-da-n	N;DEF;[ÎŞ];PSS3P;[DA];[COP3P]
dar	dar-eke-ş-yan-ewe	N;DEF;[ÎŞ];PSS3P;[EWE]
dar	dar-eke-ş-yan-ewe-m	N;DEF;[ÎŞ];PSS3P;[EWE];[COP1S]
dar	dar-eke-ş-yan-ewe-yt	N;DEF;[ÎŞ];PSS3P;[EWE];[COP2S]
dar	dar-eke-ş-yan-ewe-ye	N;DEF;[ÎŞ];PSS3P;[EWE];[COP3S]
dar	dar-eke-ş-yan-ewe-yn	N;DEF;[ÎŞ];PSS3P;[EWE];[COP1P]
dar	dar-eke-ş-yan-ewe-n	N;DEF;[ÎŞ];PSS3P;[EWE];[COP2P]
dar	dar-eke-ş-yan-ewe-n	N;DEF;[ÎŞ];PSS3P;[EWE];[COP3P]
dar	dar-êk	N;INDF
dar	dar-êk-im	N;INDF;[COP1S]
dar	dar-êk-ît	N;INDF;[COP2S]
dar	dar-êk-e	N;INDF;[COP3S]
dar	dar-êk-în	N;INDF;[COP1P]
dar	dar-êk-in	N;INDF;[COP2P]
dar	dar-êk-in	N;INDF;[COP3P]
dar	dar-êk-da	N;INDF;[DA]
dar	dar-êk-da-m	N;INDF;[DA];[COP1S]
dar	dar-êk-da-yt	N;INDF;[DA];[COP2S]
dar	dar-êk-da-ye	N;INDF;[DA];[COP3S]
dar	dar-êk-da-yn	N;INDF;[DA];[COP1P]
dar	dar-êk-da-n	N;INDF;[DA];[COP2P]
dar	dar-êk-da-n	N;INDF;[DA];[COP3P]
dar	dar-êk-ewe	N;INDF;[EWE]
dar	dar-êk-ewe-m	N;INDF;[EWE];[COP1S]
dar	dar-êk-ewe-yt	N;INDF;[EWE];[COP2S]
dar	dar-êk-ewe-ye	N;INDF;[EWE];[COP3S]
dar	dar-êk-ewe-yn	N;INDF;[EWE];[COP1P]
dar	dar-êk-ewe-n	N;INDF;[EWE];[COP2P]
dar	dar-êk-ewe-n	N;INDF;[EWE];[COP3P]
dar	dar-êk-im	N;INDF;PSS1S
dar	dar-êk-im-im	N;INDF;PSS1S;[COP1S]
dar	dar-êk-im-ît	N;INDF;PSS1S;[COP2S]
dar	dar-êk-im-e	N;INDF;PSS1S;[COP3S]
dar	dar-êk-im-în	N;INDF;PSS1S;[COP1P]
dar	dar-êk-im-in	N;INDF;PSS1S;[COP2P]
dar	dar-êk-im-in	N;INDF;PSS1S;[COP3P]
dar	dar-êk-im-da	N;INDF;PSS1S;[DA]
dar	dar-êk-im-da-m	N;INDF;PSS1S;[DA];[COP1S]
dar	dar-êk-im-da-yt	N;INDF;PSS1S;[DA];[COP2S]
dar	dar-êk-im-da-ye	N;INDF;PSS1S;[DA];[COP3S]
dar	dar-êk-im-da-yn	N;INDF;PSS1S;[DA];[COP1P]
dar	dar-êk-im-da-n	N;INDF;PSS1S;[DA];[COP2P]
dar	dar-êk-im-da-n	N;INDF;PSS1S;[DA];[COP3P]
dar	dar-êk-im-ewe	N;INDF;PSS1S;[EWE]
dar	dar-êk-im-ewe-m	N;INDF;PSS1S;[EWE];[COP1S]
dar	dar-êk-im-ewe-yt	N;INDF;PSS1S;[EWE];[COP2S]
dar	dar-êk-im-ewe-ye	N;INDF;PSS1S;[EWE];[COP3S]
dar	dar-êk-im-ewe-yn	N;INDF;PSS1S;[EWE];[COP1P]
dar	dar-êk-im-ewe-n	N;INDF;PSS1S;[EWE];[COP2P]
dar	dar-êk-im-ewe-n	N;INDF;PSS1S;[EWE];[COP3P]
dar	dar-êk-it	N;INDF;PSS2S
dar	dar-êk-it-im	N;INDF;PSS2S;[COP1S]
dar	dar-êk-it-ît	N;INDF;PSS2S;[COP2S]
dar	dar-êk-it-e	N;INDF;PSS2S;[COP3S]
dar	dar-êk-it-în	N;INDF;PSS2S;[COP1P]
dar	dar-êk-it-in	N;INDF;PSS2S;[COP2P]
dar	dar-êk-it-in	N;INDF;PSS2S;[COP3P]
dar	dar-êk-it-da	N;INDF;PSS2S;[DA]
dar	dar-êk-it-da-m	N;INDF;PSS2S;[DA];[COP1S]
dar	dar-êk-it-da-yt	N;INDF;PSS2S;[DA];[COP2S]
dar	dar-êk-it-da-ye	N;INDF;PSS2S;[DA];[COP3S]
dar	dar-êk-it-da-yn	N;INDF;PSS2S;[DA];[COP1P]
dar	dar-êk-it-da-n	N;INDF;PSS2S;[DA];[COP2P]
dar	dar-êk-it-da-n	N;INDF;PSS2S;[DA];[COP3P]
dar	dar-êk-it-ewe	N;INDF;PSS2S;[EWE]
dar	dar-êk-it-ewe-m	N;INDF;PSS2S;[EWE];[COP1S]
dar	dar-êk-it-ewe-yt	N;INDF;PSS2S;[EWE];[COP2S]
dar	dar-êk-it-ewe-ye	N;INDF;PSS2S;[EWE];[COP3S]
dar	dar-êk-it-ewe-yn	N;INDF;PSS2S;[EWE];[COP1P]
dar	dar-êk-it-ewe-n	N;INDF;PSS2S;[EWE];[COP2P]
dar	dar-êk-it-ewe-n	N;INDF;PSS2S;[EWE];[COP3P]
dar	dar-êk-î	N;INDF;PSS3S
dar	dar-êk-y-im	N;INDF;PSS3S;[COP1S]
dar	dar-êk-y-ît	N;INDF;PSS3S;[COP2S]
dar	dar-êk-ye-tî	N;INDF;PSS3S;[COP3S]
dar	dar-êk-y-în	N;INDF;PSS3S;[COP1P]
dar	dar-êk-y-in	N;INDF;PSS3S;[COP2P]
dar	dar-êk-y-in	N;INDF;PSS3S;[COP3P]
dar	dar-êk-î-da	N;INDF;PSS3S;[DA]
dar	dar-êk-î-da-m	N;INDF;PSS3S;[DA];[COP1S]
dar	dar-êk-î-da-yt	N;INDF;PSS3S;[DA];[COP2S]
dar	dar-êk-î-da-ye	N;INDF;PSS3S;[DA];[COP3S]
dar	dar-êk-î-da-yn	N;INDF;PSS3S;[DA];[COP1P]
dar	dar-êk-î-da-n	N;INDF;PSS3S;[DA];[COP2P]
dar	dar-êk-î-da-n	N;INDF;PSS3S;[DA];[COP3P]
dar	dar-êk-î-yewe	N;INDF;PSS3S;[EWE]
dar	dar-êk-î-yewe-m	N;INDF;PSS3S;[EWE];[COP1S]
dar	dar-êk-î-yewe-yt	N;INDF;PSS3S;[EWE];[COP2S]
dar	dar-êk-î-yewe-ye	N;INDF;PSS3S;[EWE];[COP3S]
dar	dar-êk-î-yewe-yn	N;INDF;PSS3S;[EWE];[COP1P]
dar	dar-êk-î-yewe-n	N;INDF;PSS3S;[EWE];[COP2P]
dar	dar-êk-î-yewe-n	N;INDF;PSS3S;[EWE];[COP3P]
dar	dar-êk-man	N;INDF;PSS1P
dar	dar-êk-man-im	N;INDF;PSS1P;[COP1S]
dar	dar-êk-man-ît	N;INDF;PSS1P;[COP2S]
dar	dar-êk-man-e	N;INDF;PSS1P;[COP3S]
dar	dar-êk-man-în	N;INDF;PSS1P;[COP1P]
dar	dar-êk-man-in	N;INDF;PSS1P;[COP2P]
dar	dar-êk-man-in	N;INDF;PSS1P;[COP3P]
dar	dar-êk-man-da	N;INDF;PSS1P;[DA]
dar	dar-êk-man-da-m	N;INDF;PSS1P;[DA];[COP1S]
dar	dar-êk-man-da-yt	N;INDF;PSS1P;[DA];[COP2S]
dar	dar-êk-man-da-ye	N;INDF;PSS1P;[DA];[COP3S]
dar	dar-êk-man-da-yn	N;INDF;PSS1P;[DA];[COP1P]
dar	dar-êk-man-da-n	N;INDF;PSS1P;[DA];[COP2P]
dar	dar-êk-man-da-n	N;INDF;PSS1P;[DA];[COP3P]
dar	dar-êk-man-ewe	N;INDF;PSS1P;[EWE]
dar	dar-êk-man-ewe-m	N;INDF;PSS1P;[EWE];[COP1S]
dar	dar-êk-man-ewe-yt	N;INDF;PSS1P;[EWE];[COP2S]
dar	dar-êk-man-ewe-ye	N;INDF;PSS1P;[EWE];[COP3S]
dar	dar-êk-man-ewe-yn	N;INDF;PSS1P;[EWE];[COP1P]
dar	dar-êk-man-ewe-n	N;INDF;PSS1P;[EWE];[COP2P]
dar	dar-êk-man-ewe-n	N;INDF;PSS1P;[EWE];[COP3P]
dar	dar-êk-tan	N;INDF;PSS2P
dar	dar-êk-tan-im	N;INDF;PSS2P;[COP1S]
dar	dar-êk-tan-ît	N;INDF;PSS2P;[COP2S]
dar	dar-êk-tan-e	N;INDF;PSS2P;[COP3S]
dar	dar-êk-tan-în	N;INDF;PSS2P;[COP1P]
dar	dar-êk-tan-in	N;INDF;PSS2P;[COP2P]
dar	dar-êk-tan-in	N;INDF;PSS2P;[COP3P]
dar	dar-êk-tan-da	N;INDF;PSS2P;[DA]
dar	dar-êk-tan-da-m	N;INDF;PSS2P;[DA];[COP1S]
dar	dar-êk-tan-da-yt	N;INDF;PSS2P;[DA];[COP2S]
dar	dar-êk-tan-da-ye	N;INDF;PSS2P;[DA];[COP3S]
dar	dar-êk-tan-da-yn	N;INDF;PSS2P;[DA];[COP1P]
dar	dar-êk-tan-da-n	N;INDF;PSS2P;[DA];[COP2P]
dar	dar-êk-tan-da-n	N;INDF;PSS2P;[DA];[COP3P]
dar	dar-êk-tan-ewe	N;INDF;PSS2P;[EWE]
dar	dar-êk-tan-ewe-m	N;INDF;PSS2P;[EWE];[COP1S]
dar	dar-êk-tan-ewe-yt	N;INDF;PSS2P;[EWE];[COP2S]
dar	dar-êk-tan-ewe-ye	N;INDF;PSS2P;[EWE];[COP3S]
dar	dar-êk-tan-ewe-yn	N;INDF;PSS2P;[EWE];[COP1P]
dar	dar-êk-tan-ewe-n	N;INDF;PSS2P;[EWE];[COP2P]
dar	dar-êk-tan-ewe-n	N;INDF;PSS2P;[EWE];[COP3P]
dar	dar-êk-yan	N;INDF;PSS3P
dar	dar-êk-yan-im	N;INDF;PSS3P;[COP1S]
dar	dar-êk-yan-ît	N;INDF;PSS3P;[COP2S]
dar	dar-êk-yan-e	N;INDF;PSS3P;[COP3S]
dar	dar-êk-yan-în	N;INDF;PSS3P;[COP1P]
dar	dar-êk-yan-in	N;INDF;PSS3P;[COP2P]
dar	dar-êk-yan-in	N;INDF;PSS3P;[COP3P]
dar	dar-êk-yan-da	N;INDF;PSS3P;[DA]
dar	dar-êk-yan-da-m	N;INDF;PSS3P;[DA];[COP1S]
dar	dar-êk-yan-da-yt	N;INDF;PSS3P;[DA];[COP2S]
dar	dar-êk-yan-da-ye	N;INDF;PSS3P;[DA];[COP3S]
dar	dar-êk-yan-da-yn	N;INDF;PSS3P;[DA];[COP1P]
dar	dar-êk-yan-da-n	N;INDF;PSS3P;[DA];[COP2P]
dar	dar-êk-yan-da-n	N;INDF;PSS3P;[DA];[COP3P]
dar	dar-êk-yan-ewe	N;INDF;PSS3P;[EWE]
dar	dar-êk-yan-ewe-m	N;INDF;PSS3P;[EWE];[COP1S]
dar	dar-êk-yan-ewe-yt	N;INDF;PSS3P;[EWE];[COP2S]
dar	dar-êk-yan-ewe-ye	N;INDF;PSS3P;[EWE];[COP3S]
dar	dar-êk-yan-ewe-yn	N;INDF;PSS3P;[EWE];[COP1P]
dar	dar-êk-yan-ewe-n	N;INDF;PSS3P;[EWE];[COP2P]
dar	dar-êk-yan-ewe-n	N;INDF;PSS3P;[EWE];[COP3P]
dar	dar-êk-îş	N;INDF;[ÎŞ]
dar	dar-êk-îş-im	N;INDF;[ÎŞ];[COP1S]
dar	dar-êk-îş-ît	N;INDF;[ÎŞ];[COP2S]
dar	dar-êk-îş-e	N;INDF;[ÎŞ];[COP3S]
dar	dar-êk-îş-în	N;INDF;[ÎŞ];[COP1P]
dar	dar-êk-îş-in	N;INDF;[ÎŞ];[COP2P]
dar	dar-êk-îş-in	N;INDF;[ÎŞ];[COP3P]
dar	dar-êk-îş-da	N;INDF;[ÎŞ];[DA]
dar	dar-êk-îş-da-m	N;INDF;[ÎŞ];[DA];[COP1S]
dar	dar-êk-îş-da-yt	N;INDF;[ÎŞ];[DA];[COP2S]
dar	dar-êk-îş-da-ye	N;INDF;[ÎŞ];[DA];[COP3S]
dar	dar-êk-îş-da-yn	N;INDF;[ÎŞ];[DA];[COP1P]
dar	dar-êk-îş-da-n	N;INDF;[ÎŞ];[DA];[COP2P]
dar	dar-êk-îş-da-n	N;INDF;[ÎŞ];[DA];[COP3P]
dar	dar-êk-îş-ewe	N;INDF;[ÎŞ];[EWE]
dar	dar-êk-îş-ewe-m	N;INDF;[ÎŞ];[EWE];[COP1S]
dar	dar-êk-îş-ewe-yt	N;INDF;[ÎŞ];[EWE];[COP2S]
dar	dar-êk-îş-ewe-ye	N;INDF;[ÎŞ];[EWE];[COP3S]
dar	dar-êk-îş-ewe-yn	N;INDF;[ÎŞ];[EWE];[COP1P]
dar	dar-êk-îş-ewe-n	N;INDF;[ÎŞ];[EWE];[COP2P]
